id_type,id,baseline_owner,baseline_semantics,candidate_owner,candidate_semantics,status,action_taken,notes
quest,53047E8BC66C7B25,"create_projects.snbt: Create Projects: Workshop to Railway / Disenchant, Guide, Enchant and Print","title=Disenchant, Guide, Enchant and Print; tasks=16B877E968465266; rewards=737FD25349FF1AB9","create_projects.snbt: Create: Build Machines With a Point / Disenchant, Guide, Enchant and Print","title=Disenchant, Guide, Enchant and Print; tasks=16B877E968465266; rewards=737FD25349FF1AB9",unchanged,preserved baseline definition,
quest,53936E41E9A7CAF9,travel_storage.snbt: Stop Living Out of 46 Chests / Create Item Vaults Are Machine Buffers,title=Create Item Vaults Are Machine Buffers; tasks=46443864ED095A2F; rewards=540C160A5697916E,travel_storage.snbt: Your 46-Chest Intervention / Create Item Vaults Are Machine Buffers,title=Create Item Vaults Are Machine Buffers; tasks=46443864ED095A2F; rewards=540C160A5697916E,unchanged,preserved baseline definition,
quest,53986E1D3385AA38,new_horizons.snbt: Exploration Without Getting Completely Lost / The Wild Concord,title=The Wild Concord; tasks=35277E58F3F8D340; rewards=7B7F524FCCFFC546,new_horizons.snbt: Leave Home Without Losing Home / The Wild Concord,title=The Wild Concord; tasks=35277E58F3F8D340; rewards=7B7F524FCCFFC546,unchanged,preserved baseline definition,
quest,5466319B4BC86D8B,welcome.snbt: WHERE THE FUCK DO I START? / Create Ponder,title=Create Ponder; tasks=4BDB119AF817BDB1; rewards=3B3A9DE05861E89D,"welcome.snbt: START HERE, YOU BEAUTIFUL NOOB / Create Ponder",title=Create Ponder; tasks=4BDB119AF817BDB1; rewards=3B3A9DE05861E89D,unchanged,preserved baseline definition,
quest,54C781F3CD01DB25,first_days.snbt: Surviving the First Night / An Iron Foundation,"title=An Iron Foundation; tasks=1079D15D8ADC3FBE; rewards=204890B0227A96D9,3F73840E2B53CB49","first_days.snbt: Day One: Bed, Bread, Don't Die / An Iron Foundation","title=An Iron Foundation; tasks=1079D15D8ADC3FBE; rewards=204890B0227A96D9,3F73840E2B53CB49",unchanged,restored baseline reward definitions and IDs,No existing reward ID changes item/XP meaning.
quest,554A5FE4B4E51ACC,vehicles.snbt: Vehicles and Transport / Choose the Aircraft for the Journey,title=Choose the Aircraft for the Journey; tasks=65251610A210F516; rewards=107DDAA36BAA683D,"vehicles.snbt: Carts, Boats, Planes and OSHA Violations / Choose the Aircraft for the Journey",title=Choose the Aircraft for the Journey; tasks=65251610A210F516; rewards=107DDAA36BAA683D,unchanged,preserved baseline definition,
quest,5593696477FD01AA,,,"welcome.snbt: START HERE, YOU BEAUTIFUL NOOB / Right Ingredients, Wrong Output?","title=Right Ingredients, Wrong Output?; tasks=15EBA71600FF15BC; rewards=6EC10EFC7F3DF080",new,assigned a new deterministic stable ID,Does not inherit baseline completion or claim state.
quest,561476D3915268E5,create_projects.snbt: Create Projects: Workshop to Railway / Connected and Components Add Control Blocks,title=Connected and Components Add Control Blocks; tasks=6526C41E993470F2; rewards=1A0C561D5AA716C3,create_projects.snbt: Create: Build Machines With a Point / Connected and Components Add Control Blocks,title=Connected and Components Add Control Blocks; tasks=6526C41E993470F2; rewards=1A0C561D5AA716C3,unchanged,preserved baseline definition,
quest,5630715FB28AA469,travel_storage.snbt: Stop Living Out of 46 Chests / Craft from the Network,"title=Craft from the Network; tasks=18EBEF680F14DD05,1FDE6022A00018E2; rewards=2796CE68B287AC71",travel_storage.snbt: Your 46-Chest Intervention / Craft from the Network,"title=Craft from the Network; tasks=18EBEF680F14DD05,1FDE6022A00018E2; rewards=2796CE68B287AC71",unchanged,preserved baseline definition,
quest,56791EFEB7941CF8,enchanting_gear.snbt: Enchanting and the Public Armoury / Better Enchanting,"title=Better Enchanting; tasks=0AF00CF2DC082AFA,1DBC59A690093407; rewards=1FB9A4059EDAE144,2F08A2E49A48D8E7",enchanting_gear.snbt: Wizard Shit Without Wasting 47 Levels / Better Enchanting,"title=Better Enchanting; tasks=0AF00CF2DC082AFA,1DBC59A690093407; rewards=1FB9A4059EDAE144,2F08A2E49A48D8E7",unchanged,preserved baseline definition,
quest,576F3B9264ED1F4B,"archaeology.snbt: Fossils, Archaeology and Dinosaurs / Build a Museum","title=Build a Museum; tasks=74895CDB1F3AE0E7; rewards=4FD028BE5BC39840,739D94F2E58EEE97","archaeology.snbt: Brush First, Break Nothing / Build a Museum","title=Build a Museum; tasks=74895CDB1F3AE0E7; rewards=4FD028BE5BC39840,739D94F2E58EEE97",unchanged,restored baseline reward definitions and IDs,No existing reward ID changes item/XP meaning.
quest,579F2C00A9B13FE7,create_basics.snbt: Create Without Having a Brain Aneurysm / Make Trains Useful,title=Make Trains Useful; tasks=57E697CE5318CC22; rewards=5CF81601A5619C32,create_basics.snbt: Create Without Having a Brain Aneurysm / Make Trains Useful,title=Make Trains Useful; tasks=57E697CE5318CC22; rewards=5CF81601A5619C32,unchanged,preserved baseline definition,
quest,597055F2C4E8DEA0,create_projects.snbt: Create Projects: Workshop to Railway / Chassis and Super Glue Define the Machine,title=Chassis and Super Glue Define the Machine; tasks=6B9DFD10C1AD55BC; rewards=370F6B60E03EC43E,create_projects.snbt: Create: Build Machines With a Point / Chassis and Super Glue Define the Machine,title=Chassis and Super Glue Define the Machine; tasks=6B9DFD10C1AD55BC; rewards=370F6B60E03EC43E,unchanged,preserved baseline definition,
quest,5A53AAEC0E3B4B96,create_basics.snbt: Create Without Having a Brain Aneurysm / Enchantment Industry: Liquid Experience,title=Enchantment Industry: Liquid Experience; tasks=60ECED289908D9A0; rewards=4F404B3AC8369ADE,create_basics.snbt: Create Without Having a Brain Aneurysm / Enchantment Industry: Liquid Experience,title=Enchantment Industry: Liquid Experience; tasks=60ECED289908D9A0; rewards=4F404B3AC8369ADE,unchanged,preserved baseline definition,
quest,5A57FC5CEB08D333,new_horizons.snbt: Exploration Without Getting Completely Lost / Take a Real Photograph,"title=Take a Real Photograph; tasks=48AECCE0F2DB5F37,6A75379C025E55CC; rewards=71BE6BED6206C799",new_horizons.snbt: Leave Home Without Losing Home / Take a Real Photograph,"title=Take a Real Photograph; tasks=48AECCE0F2DB5F37,6A75379C025E55CC; rewards=71BE6BED6206C799",unchanged,preserved baseline definition,
quest,5D81351E2C261CD3,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Twilight Forest: Portal, Magic Map, First Camp","title=Twilight Forest: Portal, Magic Map, First Camp; tasks=538BC520DC56880A; rewards=5B106440FCB7A239","dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Twilight Forest: Portal, Magic Map, First Camp","title=Twilight Forest: Portal, Magic Map, First Camp; tasks=538BC520DC56880A; rewards=5B106440FCB7A239",unchanged,preserved baseline definition,
quest,5FBA9C2A946AF928,roadmap.snbt: What Leads Into What? / First Days Lead to a Permanent Home,title=First Days Lead to a Permanent Home; tasks=0B90670782FC92B3; rewards=5C548906BC1FEAA0,roadmap.snbt: Pick a Lane Before You Craft Everything / First Days Lead to a Permanent Home,title=First Days Lead to a Permanent Home; tasks=0B90670782FC92B3; rewards=5C548906BC1FEAA0,unchanged,preserved baseline definition,
quest,5FCB22913E016C22,new_horizons.snbt: Exploration Without Getting Completely Lost / The Roads of the Lost,title=The Roads of the Lost; tasks=390527F2DEF7DE05; rewards=495497C1AE538DD8,new_horizons.snbt: Leave Home Without Losing Home / The Roads of the Lost,title=The Roads of the Lost; tasks=390527F2DEF7DE05; rewards=495497C1AE538DD8,unchanged,preserved baseline definition,
quest,5FF54C17DDA90897,"companions_communities.snbt: Companions, Fishing and Settlements / Aquaculture: Tackle and Useful Catches",title=Aquaculture: Tackle and Useful Catches; tasks=3D1C4F748BEE0DF2; rewards=03263A30BAAE0030,"companions_communities.snbt: Pets, Fish and Villagers With Jobs / Aquaculture: Tackle and Useful Catches",title=Aquaculture: Tackle and Useful Catches; tasks=3D1C4F748BEE0DF2; rewards=03263A30BAAE0030,unchanged,preserved baseline definition,
quest,60435D16835B3DCE,homestead.snbt: Food That Isn't Raw Chicken / A Proper Kitchen Garden,"title=A Proper Kitchen Garden; tasks=168FCEE1978A12E2,2029308A45448B2D,30D3FE17EC2DE387,31D15A6B4B97D0F1; rewards=0BFB36BD71BF5934,26950E0D69255D49",homestead.snbt: Cook Something That Isn't Raw Chicken / A Proper Kitchen Garden,"title=A Proper Kitchen Garden; tasks=168FCEE1978A12E2,2029308A45448B2D,30D3FE17EC2DE387,31D15A6B4B97D0F1; rewards=0BFB36BD71BF5934,26950E0D69255D49",unchanged,restored baseline reward definitions and IDs,No existing reward ID changes item/XP meaning.
quest,60A8CCA97C2FB67A,,,create_projects.snbt: Create: Build Machines With a Point / Name the Station Something Useful,title=Name the Station Something Useful; tasks=0A553D4F6A74C8D7; rewards=5833932BD410A305,new,assigned a new deterministic stable ID,Does not inherit baseline completion or claim state.
quest,62E98CDAA6C60AB7,vehicles.snbt: Vehicles and Transport / Take to the Air,title=Take to the Air; tasks=2D844B1342790AFD; rewards=16235962ECF86E11,"vehicles.snbt: Carts, Boats, Planes and OSHA Violations / Take to the Air",title=Take to the Air; tasks=2D844B1342790AFD; rewards=16235962ECF86E11,unchanged,preserved baseline definition,
quest,6352A5D038F9A58D,welcome.snbt: WHERE THE FUCK DO I START? / The Fellowship Rule,title=The Fellowship Rule; tasks=5A8C61EC7383ED46; rewards=7422FBD0D53C62F4,"welcome.snbt: START HERE, YOU BEAUTIFUL NOOB / The Fellowship Rule",title=The Fellowship Rule; tasks=5A8C61EC7383ED46; rewards=7422FBD0D53C62F4,unchanged,preserved baseline definition,
quest,6416430518B427C3,"new_horizons.snbt: Exploration Without Getting Completely Lost / Curios, Artifacts and Relics","title=Curios, Artifacts and Relics; tasks=4ED938C90757C0A6; rewards=58EABC225CCE402A","new_horizons.snbt: Leave Home Without Losing Home / Curios, Artifacts and Relics","title=Curios, Artifacts and Relics; tasks=4ED938C90757C0A6; rewards=58EABC225CCE402A",unchanged,preserved baseline definition,
quest,64AC9DE8013767BD,homestead.snbt: Food That Isn't Raw Chicken / Find Tea in the Wild,"title=Find Tea in the Wild; tasks=1C8F0092FC395229,3C8A7D09F10BFCA6; rewards=193C72AC784F9CE7",homestead.snbt: Cook Something That Isn't Raw Chicken / Find Tea in the Wild,"title=Find Tea in the Wild; tasks=1C8F0092FC395229,3C8A7D09F10BFCA6; rewards=193C72AC784F9CE7",unchanged,preserved baseline definition,
quest,64B605112FF7DD08,create_projects.snbt: Create Projects: Workshop to Railway / Project: A Tree Farm You Can Stop,title=Project: A Tree Farm You Can Stop; tasks=42062FDD8B1DA11A; rewards=548AD8B5476D44DA,create_projects.snbt: Create: Build Machines With a Point / Project: A Tree Farm You Can Stop,title=Project: A Tree Farm You Can Stop; tasks=42062FDD8B1DA11A; rewards=548AD8B5476D44DA,unchanged,preserved baseline definition,
quest,653A5307BAFA7BE8,create_basics.snbt: Create Without Having a Brain Aneurysm / Lesson 6: Speed Is Not Power,title=Lesson 6: Speed Is Not Power; tasks=6157AAE5CE25CC17; rewards=448A1E2A7DEAE33F,create_basics.snbt: Create Without Having a Brain Aneurysm / Lesson 6: Speed Is Not Power,title=Lesson 6: Speed Is Not Power; tasks=6157AAE5CE25CC17; rewards=448A1E2A7DEAE33F,unchanged,preserved baseline definition,
quest,6554DB3F8E866BFC,,,"welcome.snbt: START HERE, YOU BEAUTIFUL NOOB / Your Keyboard Has Been Civilised",title=Your Keyboard Has Been Civilised; tasks=585AF9A272E58D46; rewards=6D96CC02F24DF7C3,new,assigned a new deterministic stable ID,Does not inherit baseline completion or claim state.
quest,6589B4867407EDD3,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Alex's Caves: Six Parallel Expeditions",title=Alex's Caves: Six Parallel Expeditions; tasks=3786ED2944790F48; rewards=5DEAC625046F09C6,"dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Alex's Caves: Six Parallel Expeditions",title=Alex's Caves: Six Parallel Expeditions; tasks=3786ED2944790F48; rewards=5DEAC625046F09C6,unchanged,preserved baseline definition,
quest,6663CF618582AD61,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Aether: Gold Dungeon and a Safe Return",title=Aether: Gold Dungeon and a Safe Return; tasks=14B7FF74E7869372; rewards=352755E0AFD79CC6,"dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Aether: Gold Dungeon and a Safe Return",title=Aether: Gold Dungeon and a Safe Return; tasks=14B7FF74E7869372; rewards=352755E0AFD79CC6,unchanged,preserved baseline definition,
quest,668CB4B502BECE63,endgame.snbt: Dangerous Shit and Endgame / Memories with Weight,title=Memories with Weight; tasks=6BA25C659A02269D; rewards=0C610C18B8261550,"endgame.snbt: Dangerous Shit, Bigger Consequences / Memories with Weight",title=Memories with Weight; tasks=6BA25C659A02269D; rewards=0C610C18B8261550,unchanged,preserved baseline definition,
quest,6740A213AA035F39,vehicles.snbt: Vehicles and Transport / Hand Carts and Supply Carts,title=Hand Carts and Supply Carts; tasks=16F7BBF563EC4D01; rewards=4EF9C6F2B3472C47,"vehicles.snbt: Carts, Boats, Planes and OSHA Violations / Hand Carts and Supply Carts",title=Hand Carts and Supply Carts; tasks=16F7BBF563EC4D01; rewards=4EF9C6F2B3472C47,unchanged,preserved baseline definition,
quest,6851604085D9D68D,new_horizons.snbt: Exploration Without Getting Completely Lost / Find Biomes and Structures,"title=Find Biomes and Structures; tasks=430A05CAF1BE8772,7275225EBCC8844E; rewards=2EDB301AC6BB0863",new_horizons.snbt: Leave Home Without Losing Home / Find Biomes and Structures,"title=Find Biomes and Structures; tasks=430A05CAF1BE8772,7275225EBCC8844E; rewards=2EDB301AC6BB0863",unchanged,preserved baseline definition,
quest,696A64A6CBA2CD6C,"companions_communities.snbt: Companions, Fishing and Settlements / Modes, Talents and Recall","title=Modes, Talents and Recall; tasks=48716A3425C559FA; rewards=7CCB392A88938FB2","companions_communities.snbt: Pets, Fish and Villagers With Jobs / Modes, Talents and Recall","title=Modes, Talents and Recall; tasks=48716A3425C559FA; rewards=7CCB392A88938FB2",unchanged,preserved baseline definition,
quest,6A1CF99503DE384B,,,"create_projects.snbt: Create: Build Machines With a Point / It Spun, Therefore It Ate the Wall","title=It Spun, Therefore It Ate the Wall; tasks=52A515766EE1B6E3; rewards=2CDEE904C94265DF",new,assigned a new deterministic stable ID,Does not inherit baseline completion or claim state.
quest,6A4A0BB2F9D111AB,first_days.snbt: Surviving the First Night / From Spawn to Settlement,title=From Spawn to Settlement; tasks=092CAE14A995134A; rewards=00003AF571675F78,"first_days.snbt: Day One: Bed, Bread, Don't Die / From Spawn to Settlement",title=From Spawn to Settlement; tasks=092CAE14A995134A; rewards=00003AF571675F78,unchanged,preserved baseline definition,
quest,6C2795B621514EE3,create_basics.snbt: Create Without Having a Brain Aneurysm / Mechanical Crafting,title=Mechanical Crafting; tasks=4C25881B98D5D80B; rewards=353E19785E462023,create_basics.snbt: Create Without Having a Brain Aneurysm / Mechanical Crafting,title=Mechanical Crafting; tasks=4C25881B98D5D80B; rewards=353E19785E462023,unchanged,preserved baseline definition,
quest,6C4AA8F030979202,"companions_communities.snbt: Companions, Fishing and Settlements / More Villagers: Add Trades with Purpose",title=More Villagers: Add Trades with Purpose; tasks=3391C7DA13892E53; rewards=7F5874DA45B0FF35,"companions_communities.snbt: Pets, Fish and Villagers With Jobs / More Villagers: Add Trades with Purpose",title=More Villagers: Add Trades with Purpose; tasks=3391C7DA13892E53; rewards=7F5874DA45B0FF35,unchanged,preserved baseline definition,
quest,6CC6E43A2F4873C6,"homestead_mastery.snbt: Homestead Mastery: Farm, Kitchen and Apiary / Prep Ingredients on the Cutting Board",title=Prep Ingredients on the Cutting Board; tasks=013A4D627819538C; rewards=7DE18CC026199482,"homestead_mastery.snbt: Farm, Kitchen, Bees: Feed the Damn Server / Prep Ingredients on the Cutting Board",title=Prep Ingredients on the Cutting Board; tasks=013A4D627819538C; rewards=7DE18CC026199482,unchanged,preserved baseline definition,
quest,6D04014F7539F025,"archaeology.snbt: Fossils, Archaeology and Dinosaurs / Excavate Like an Archaeologist",title=Excavate Like an Archaeologist; tasks=181D2C1D0E4B2593; rewards=642AC26447FA82D2,"archaeology.snbt: Brush First, Break Nothing / Excavate Like an Archaeologist",title=Excavate Like an Archaeologist; tasks=181D2C1D0E4B2593; rewards=642AC26447FA82D2,unchanged,preserved baseline definition,
quest,6D639F2689D82CE0,new_horizons.snbt: Exploration Without Getting Completely Lost / Warm-Climate Woods,"title=Warm-Climate Woods; tasks=18CC47BA4F06A668,36D1EDA54887B38B,63F6BE05E77A19A0; rewards=1242174AD2D1CA38",new_horizons.snbt: Leave Home Without Losing Home / Warm-Climate Woods,"title=Warm-Climate Woods; tasks=18CC47BA4F06A668,36D1EDA54887B38B,63F6BE05E77A19A0; rewards=1242174AD2D1CA38",unchanged,preserved baseline definition,
quest,6E0DD96DC831FFF7,create_projects.snbt: Create Projects: Workshop to Railway / Design a Serviceable Power Room,title=Design a Serviceable Power Room; tasks=5C20C11A3B48E0E7; rewards=4812AB25EDE78232,create_projects.snbt: Create: Build Machines With a Point / Design a Serviceable Power Room,title=Design a Serviceable Power Room; tasks=5C20C11A3B48E0E7; rewards=4812AB25EDE78232,unchanged,preserved baseline definition,
quest,6E327D3B63D2B48D,,,"endgame.snbt: Dangerous Shit, Bigger Consequences / The Oh-Shit Chest",title=The Oh-Shit Chest; tasks=5A53EE9DA168B0B5; rewards=3ABFE19630E13B55,new,assigned a new deterministic stable ID,Does not inherit baseline completion or claim state.
quest,6ECE72BD1001A433,"archaeology.snbt: Fossils, Archaeology and Dinosaurs / The Age of Roots",title=The Age of Roots; tasks=74E00EF158DD66C6; rewards=0C964C7182DF3498,"archaeology.snbt: Brush First, Break Nothing / The Age of Roots",title=The Age of Roots; tasks=74E00EF158DD66C6; rewards=0C964C7182DF3498,unchanged,preserved baseline definition,
quest,702A4062FE9B512F,"archaeology.snbt: Fossils, Archaeology and Dinosaurs / Study the Past","title=Study the Past; tasks=29A081BEE849C4D9,6B436A6D2C9958AD; rewards=10D9FDD7B022F14C","archaeology.snbt: Brush First, Break Nothing / Study the Past","title=Study the Past; tasks=29A081BEE849C4D9,6B436A6D2C9958AD; rewards=10D9FDD7B022F14C",unchanged,preserved baseline definition,
quest,705635A66FA5497B,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Otherside: Learn the Biomes and Materials",title=Otherside: Learn the Biomes and Materials; tasks=6FEF4942EB1228D1; rewards=2B4C9CF04A5D69CB,"dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Otherside: Learn the Biomes and Materials",title=Otherside: Learn the Biomes and Materials; tasks=6FEF4942EB1228D1; rewards=2B4C9CF04A5D69CB,unchanged,preserved baseline definition,
quest,71BB70B3127ECE00,homestead.snbt: Food That Isn't Raw Chicken / Begin with Vanilla Bees,"title=Begin with Vanilla Bees; tasks=56FFB4B056D7F721,5D5D201B8EEB7DE2,7B51EA6FC2264582; rewards=2118F4E2E4032CAB,3C9F71383134E8D9",homestead.snbt: Cook Something That Isn't Raw Chicken / Begin with Vanilla Bees,"title=Begin with Vanilla Bees; tasks=56FFB4B056D7F721,5D5D201B8EEB7DE2,7B51EA6FC2264582; rewards=2118F4E2E4032CAB,3C9F71383134E8D9",unchanged,restored baseline reward definitions and IDs,No existing reward ID changes item/XP meaning.
quest,71CEDD5D336CCB38,create_basics.snbt: Create Without Having a Brain Aneurysm / The Andesite Tinkerers,title=The Andesite Tinkerers; tasks=6D339E7853017809; rewards=2395F678DAE90D19,create_basics.snbt: Create Without Having a Brain Aneurysm / The Andesite Tinkerers,title=The Andesite Tinkerers; tasks=6D339E7853017809; rewards=2395F678DAE90D19,unchanged,preserved baseline definition,
quest,71F06FC804030460,first_days.snbt: Surviving the First Night / Carry On,title=Carry On; tasks=7E0DC91776A82D60; rewards=7B29F9ED39F857C8,"first_days.snbt: Day One: Bed, Bread, Don't Die / Carry On",title=Carry On; tasks=7E0DC91776A82D60; rewards=7B29F9ED39F857C8,unchanged,preserved baseline definition,
quest,72BE3B6573EDF96E,"welcome.snbt: WHERE THE FUCK DO I START? / Mine Smarter, Not Recklessly","title=Mine Smarter, Not Recklessly; tasks=29F2EBE84A94D073; rewards=425287FC7E317656","welcome.snbt: START HERE, YOU BEAUTIFUL NOOB / Mine Smarter, Not Recklessly","title=Mine Smarter, Not Recklessly; tasks=29F2EBE84A94D073; rewards=425287FC7E317656",unchanged,preserved baseline definition,
quest,731E73362B4E623D,endgame.snbt: Dangerous Shit and Endgame / Win Before the Fight Starts,title=Win Before the Fight Starts; tasks=5F782CA78E548B0C; rewards=2CB50A6B20A9314D,"endgame.snbt: Dangerous Shit, Bigger Consequences / Win Before the Fight Starts",title=Win Before the Fight Starts; tasks=5F782CA78E548B0C; rewards=2CB50A6B20A9314D,unchanged,preserved baseline definition,
quest,7408BCE6BB3B7A9F,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Twilight Branch: Alpha Yeti and Snow Queen",title=Twilight Branch: Alpha Yeti and Snow Queen; tasks=07DA84217B684919; rewards=7E0034CC64BAA8B1,"dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Twilight Branch: Alpha Yeti and Snow Queen",title=Twilight Branch: Alpha Yeti and Snow Queen; tasks=07DA84217B684919; rewards=7E0034CC64BAA8B1,unchanged,preserved baseline definition,
quest,7471D65394B8D846,travel_storage.snbt: Stop Living Out of 46 Chests / The Storage Ladder,title=The Storage Ladder; tasks=34EBCEBE016D958A; rewards=4535A80407ADF3BB,travel_storage.snbt: Your 46-Chest Intervention / The Storage Ladder,title=The Storage Ladder; tasks=34EBCEBE016D958A; rewards=4535A80407ADF3BB,unchanged,preserved baseline definition,
quest,74A2F32D229F47BD,enchanting_gear.snbt: Enchanting and the Public Armoury / Steer the Matrix with Coloured Candles,title=Steer the Matrix with Coloured Candles; tasks=4A585494B86F24F7; rewards=6BA3E9DAE1EBA250,enchanting_gear.snbt: Wizard Shit Without Wasting 47 Levels / Steer the Matrix with Coloured Candles,title=Steer the Matrix with Coloured Candles; tasks=4A585494B86F24F7; rewards=6BA3E9DAE1EBA250,unchanged,preserved baseline definition,
quest,74ACDA0161CB4F07,travel_storage.snbt: Stop Living Out of 46 Chests / Centralise the Storeroom,"title=Centralise the Storeroom; tasks=189C8EF5ED3C0D8B,2B10360F6CEDF3A8; rewards=2F3B2D23DDD6E617",travel_storage.snbt: Your 46-Chest Intervention / Centralise the Storeroom,"title=Centralise the Storeroom; tasks=189C8EF5ED3C0D8B,2B10360F6CEDF3A8; rewards=2F3B2D23DDD6E617",unchanged,preserved baseline definition,
quest,757C31372896FEAF,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Mowzie's Mobs: Independent Encounters",title=Mowzie's Mobs: Independent Encounters; tasks=4BF679562CE6F4E2; rewards=53AE0DE86AE47CD9,"dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Mowzie's Mobs: Independent Encounters",title=Mowzie's Mobs: Independent Encounters; tasks=4BF679562CE6F4E2; rewards=53AE0DE86AE47CD9,unchanged,preserved baseline definition,
quest,76BECD762F36D0C1,create_projects.snbt: Create Projects: Workshop to Railway / Mechanical Arms Need Clear Destinations,title=Mechanical Arms Need Clear Destinations; tasks=08A68510F46AD3CE; rewards=25367859C10B85AF,create_projects.snbt: Create: Build Machines With a Point / Mechanical Arms Need Clear Destinations,title=Mechanical Arms Need Clear Destinations; tasks=08A68510F46AD3CE; rewards=25367859C10B85AF,unchanged,preserved baseline definition,
quest,76F0EC09B27BCF82,new_horizons.snbt: Exploration Without Getting Completely Lost / Cool-Climate Woods,"title=Cool-Climate Woods; tasks=1FE199CE8080723D,2EE20B55821B3302,2FD71835149CCED5; rewards=2AF223F17E5BDD27",new_horizons.snbt: Leave Home Without Losing Home / Cool-Climate Woods,"title=Cool-Climate Woods; tasks=1FE199CE8080723D,2EE20B55821B3302,2FD71835149CCED5; rewards=2AF223F17E5BDD27",unchanged,preserved baseline definition,
quest,776257DFD6C8B0B7,"archaeology.snbt: Fossils, Archaeology and Dinosaurs / Research Relics",title=Research Relics; tasks=1D8772B91E258E13; rewards=042BA034D081086C,"archaeology.snbt: Brush First, Break Nothing / Research Relics",title=Research Relics; tasks=1D8772B91E258E13; rewards=042BA034D081086C,unchanged,preserved baseline definition,
quest,77D0DCA61DE34213,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Otherside: Three Late-Game Branches",title=Otherside: Three Late-Game Branches; tasks=0314A3E04025C6ED; rewards=200FBF88A2CD9704,"dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Otherside: Three Late-Game Branches",title=Otherside: Three Late-Game Branches; tasks=0314A3E04025C6ED; rewards=200FBF88A2CD9704,unchanged,preserved baseline definition,
quest,7854567FDEDC4832,"companions_communities.snbt: Companions, Fishing and Settlements / Doggy Talents: Train One Companion",title=Doggy Talents: Train One Companion; tasks=566B8A95B39BAE48; rewards=64AA64D29FB99165,"companions_communities.snbt: Pets, Fish and Villagers With Jobs / Doggy Talents: Train One Companion",title=Doggy Talents: Train One Companion; tasks=566B8A95B39BAE48; rewards=64AA64D29FB99165,unchanged,preserved baseline definition,
quest,7A1CF3436F8631A0,,,"homestead_mastery.snbt: Farm, Kitchen, Bees: Feed the Damn Server / Rice Is Wet, Not Broken","title=Rice Is Wet, Not Broken; tasks=7F9D97ED63FDA441; rewards=65734CDDCC83ABD1",new,assigned a new deterministic stable ID,Does not inherit baseline completion or claim state.
quest,7A7D53F3497EDD53,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Twilight Forest: Naga First",title=Twilight Forest: Naga First; tasks=2A5A993AE7BA15F0; rewards=4A93B375F33C8E5F,"dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Twilight Forest: Naga First",title=Twilight Forest: Naga First; tasks=2A5A993AE7BA15F0; rewards=4A93B375F33C8E5F,unchanged,preserved baseline definition,
quest,7B0C1910CB444EA6,create_basics.snbt: Create Without Having a Brain Aneurysm / Lesson 11: Move Items Deliberately,"title=Lesson 11: Move Items Deliberately; tasks=1222866D05B34536,35D3BE541B5A99EF,38AF9C556C7F3DBB,448ED9AFE6B6ACD8; rewards=0B872C549C99F6E2",create_basics.snbt: Create Without Having a Brain Aneurysm / Lesson 11: Move Items Deliberately,"title=Lesson 11: Move Items Deliberately; tasks=1222866D05B34536,35D3BE541B5A99EF,38AF9C556C7F3DBB,448ED9AFE6B6ACD8; rewards=0B872C549C99F6E2",unchanged,preserved baseline definition,
quest,7BD8DEC5AB2F1862,enchanting_gear.snbt: Enchanting and the Public Armoury / Combine Books in a Sensible Order,title=Combine Books in a Sensible Order; tasks=475E3C7942794FF5; rewards=258DF61E8CD474B4,enchanting_gear.snbt: Wizard Shit Without Wasting 47 Levels / Combine Books in a Sensible Order,title=Combine Books in a Sensible Order; tasks=475E3C7942794FF5; rewards=258DF61E8CD474B4,unchanged,preserved baseline definition,
quest,7BE1EF6ACE46B590,"dimension_campaigns.snbt: Expedition Campaigns: Aether, Twilight and Beyond / Aether: Skyroot, Holystone and the Book of Lore","title=Aether: Skyroot, Holystone and the Book of Lore; tasks=7F328550EB7F611E; rewards=4B487E7D8174CD60","dimension_campaigns.snbt: Portals, Bosses and Poor Decisions / Aether: Skyroot, Holystone and the Book of Lore","title=Aether: Skyroot, Holystone and the Book of Lore; tasks=7F328550EB7F611E; rewards=4B487E7D8174CD60",unchanged,preserved baseline definition,
