"chapter","quest_id","title","mod_id","task_type","task_target","dependencies","optional","reward","verification_status","notes"
"Create: Build Machines With a Point","561476D3915268E5","Connected and Components Add Control Blocks","create + installed addons","checkmark","","37E135DD266BF9AB","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Create: Build Machines With a Point","088F741A5CDAB99B","Copycats, Deco and Rechiseled Are the Finish Layer","create + installed addons","checkmark","","37E135DD266BF9AB","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Create: Build Machines With a Point","00C8FC2E6DD4F79F","Aquatic Ambitions Starts with Prismarine Materials","create + installed addons","checkmark","","37E135DD266BF9AB","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Create: Build Machines With a Point","4891D4C52FFF59E0","The Conduit Cage Is an Environmental Processor","create + installed addons","checkmark","","00C8FC2E6DD4F79F","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Create: Build Machines With a Point","1D5C83E1EE00670C","Enchantment Industry: Handle Liquid Experience","create + installed addons","checkmark","","37E135DD266BF9AB","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Create: Build Machines With a Point","53047E8BC66C7B25","Disenchant, Guide, Enchant and Print","create + installed addons","checkmark","","1D5C83E1EE00670C","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Create: Build Machines With a Point","1A6A991626D30C95","Project: A Railway Is a Service","create + installed addons","checkmark","","37E135DD266BF9AB + 579F2C00A9B13FE7","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Create: Build Machines With a Point","088F8B0F6B66F3F4","Graduation: Audit the Shared Workshop","create + installed addons","checkmark","","27807E4E2044E0C3 + 64B605112FF7DD08 + 3B2441703B392B4D + 174CF487FF7C3467 + 76BECD762F36D0C1 + 09CAEB4B14628764 + 561476D3915268E5 + 088F741A5CDAB99B + 4891D4C52FFF59E0 + 53047E8BC66C7B25 + 1A6A991626D30C95","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Create: Build Machines With a Point","220E3009357C8E56","Put an Off Switch on the Damn Thing","create + installed addons","checkmark","","37E135DD266BF9AB","True","xp","definition_valid; manual_client_completion_required","Optional side quest."
"Create: Build Machines With a Point","6A1CF99503DE384B","It Spun, Therefore It Ate the Wall","create + installed addons","checkmark","","1B0AFC1161BEB7D1","True","xp","definition_valid; manual_client_completion_required","Optional side quest."
"Create: Build Machines With a Point","60A8CCA97C2FB67A","Name the Station Something Useful","create + installed addons","checkmark","","1A6A991626D30C95","True","xp","definition_valid; manual_client_completion_required","Optional side quest."
"Your 46-Chest Intervention","2993B4E786D1E3C6","Upgrade, Don't Replace","sophisticatedbackpacks","item","sophisticatedbackpacks:iron_backpack","18C0AF7F5C17CAB7","False","xp","definition_valid; automated_task_target_pending_runtime_client_test","Core guidance quest; recipes are not gated."
"Your 46-Chest Intervention","34B78045A3F1DA78","Make the Pack Work for You","sophisticatedbackpacks","item","sophisticatedbackpacks:pickup_upgrade + sophisticatedbackpacks:crafting_upgrade","2993B4E786D1E3C6","False","xp","definition_valid; automated_task_target_pending_runtime_client_test","Core guidance quest; recipes are not gated."
"Your 46-Chest Intervention","74ACDA0161CB4F07","Centralise the Storeroom","toms_storage","item","toms_storage:ts.inventory_connector + toms_storage:ts.storage_terminal","34B78045A3F1DA78","False","xp","definition_valid; automated_task_target_pending_runtime_client_test","Core guidance quest; recipes are not gated."
"Your 46-Chest Intervention","2D0F242D77ABDD04","Storage Lab: The Tom's Network Core","mixed storage","checkmark","","74ACDA0161CB4F07","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Your 46-Chest Intervention","5630715FB28AA469","Craft from the Network","toms_storage","item","toms_storage:ts.crafting_terminal + toms_storage:ts.inventory_cable","2D0F242D77ABDD04","False","xp","definition_valid; automated_task_target_pending_runtime_client_test","Core guidance quest; recipes are not gated."
"Your 46-Chest Intervention","7471D65394B8D846","The Storage Ladder","mixed storage","checkmark","","74ACDA0161CB4F07","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Your 46-Chest Intervention","28ED3EBB122D102D","Backpack Lab: Filters Before Automation","mixed storage","checkmark","","34B78045A3F1DA78","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Your 46-Chest Intervention","4130E2674DF6828B","Storage Lab: Drawers Behind the Terminal","mixed storage","checkmark","","74ACDA0161CB4F07","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Your 46-Chest Intervention","145EE14BCE66ADC0","Store Bulk Materials in Drawers","storagedrawers","item","storagedrawers:oak_full_drawers_1","4130E2674DF6828B","False","xp","definition_valid; automated_task_target_pending_runtime_client_test","Core guidance quest; recipes are not gated."
"Your 46-Chest Intervention","53936E41E9A7CAF9","Create Item Vaults Are Machine Buffers","mixed storage","checkmark","","74ACDA0161CB4F07 + 1A354ABA1BE5171F","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Your 46-Chest Intervention","0AD1A0CD97148618","Packages, Stock Links and Stock Tickers","mixed storage","checkmark","","53936E41E9A7CAF9 + 3C8A246AFBC5BCB3 + 7B0C1910CB444EA6","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Your 46-Chest Intervention","164E82813679E36C","The Void Upgrade Is Not a Personality Test","mixed storage","checkmark","","28ED3EBB122D102D","True","xp","definition_valid; manual_client_completion_required","Optional side quest."
"Your 46-Chest Intervention","2BDD203DE1F76EBD","Peek Before You Place","mixed storage","checkmark","","7471D65394B8D846","True","xp","definition_valid; manual_client_completion_required","Optional side quest."
"Leave Home Without Losing Home","6851604085D9D68D","Find Biomes and Structures","naturescompass + explorerscompass","item","naturescompass:naturescompass + explorerscompass:explorerscompass","18C0AF7F5C17CAB7","False","xp","definition_valid; automated_task_target_pending_runtime_client_test","Core guidance quest; recipes are not gated."
"Leave Home Without Losing Home","133E40031AC9FB97","Emergency Return Options","waystones","item","waystones:return_scroll","6851604085D9D68D","False","xp","definition_valid; automated_task_target_pending_runtime_client_test","Core guidance quest; recipes are not gated."
"Leave Home Without Losing Home","41EBD1EB56456B34","Use Nature's Compass","naturescompass","item + checkmark","naturescompass:naturescompass","133E40031AC9FB97","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Leave Home Without Losing Home","44731C0D67C0988E","Bring Home New Colour","biomesoplenty","item","biomesoplenty:lavender + biomesoplenty:glowflower","41EBD1EB56456B34","True","xp","definition_valid; automated_task_target_pending_runtime_client_test","Optional side quest."
"Leave Home Without Losing Home","6D639F2689D82CE0","Warm-Climate Woods","biomesoplenty","item","biomesoplenty:jacaranda_sapling + biomesoplenty:mahogany_sapling + biomesoplenty:palm_sapling","41EBD1EB56456B34","True","xp","definition_valid; automated_task_target_pending_runtime_client_test","Optional side quest."
"Leave Home Without Losing Home","76F0EC09B27BCF82","Cool-Climate Woods","biomesoplenty","item","biomesoplenty:fir_sapling + biomesoplenty:redwood_sapling + biomesoplenty:orange_maple_sapling","41EBD1EB56456B34","True","xp","definition_valid; automated_task_target_pending_runtime_client_test","Optional side quest."
"Leave Home Without Losing Home","08B4FE3DADF6D411","A Structure Is a Signal","mixed exploration","checkmark","","41EBD1EB56456B34","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Leave Home Without Losing Home","14EC247DD954A406","Pack for the Unknown","mixed exploration","checkmark","","08B4FE3DADF6D411","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Leave Home Without Losing Home","4F7A5E294B48D343","Lootr and Shared Treasure","mixed exploration","checkmark","","14EC247DD954A406","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Leave Home Without Losing Home","3A8709849D637D3D","The Boss Threshold","mixed exploration","checkmark","","4F7A5E294B48D343","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Leave Home Without Losing Home","6416430518B427C3","Curios, Artifacts and Relics","mixed exploration","checkmark","","3A8709849D637D3D","True","xp","definition_valid; manual_client_completion_required","Optional side quest."
"Leave Home Without Losing Home","5A57FC5CEB08D333","Take a Real Photograph","exposure","item","exposure:camera + exposure:black_and_white_film","14EC247DD954A406","True","xp","definition_valid; automated_task_target_pending_runtime_client_test","Optional side quest."
"Leave Home Without Losing Home","1CA7ED993BDE8D70","Observe Wildlife","naturalist","item","naturalist:butterfly","14EC247DD954A406","True","xp","definition_valid; automated_task_target_pending_runtime_client_test","Optional side quest."
"Leave Home Without Losing Home","5FCB22913E016C22","The Roads of the Lost","mixed exploration","checkmark","","3A8709849D637D3D","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Leave Home Without Losing Home","53986E1D3385AA38","The Wild Concord","mixed exploration","checkmark","","1CA7ED993BDE8D70","True","xp","definition_valid; manual_client_completion_required","Optional side quest."
"Leave Home Without Losing Home","01C8D7B4D23503E6","That Chest Is Yours; Stop Fighting","mixed exploration","checkmark","","4F7A5E294B48D343","True","xp","definition_valid; manual_client_completion_required","Optional side quest."
"Leave Home Without Losing Home","1C1934734BDA5731","Home Is Not a Useful Waystone Name","mixed exploration","checkmark","","133E40031AC9FB97","True","xp","definition_valid; manual_client_completion_required","Optional side quest."
"Leave Home Without Losing Home","1EB35AB64944D868","Distant Horizons Is Not Free Real Estate","mixed exploration","checkmark","","14EC247DD954A406","True","xp","definition_valid; manual_client_completion_required","Optional side quest."
"Portals, Bosses and Poor Decisions","4C2CC01A2E38A3EC","Campaign Rules: Portal, Outpost, Return","aether + twilightforest + deeperdarker + alexscaves + aquamirae + mowziesmobs","checkmark","","3A8709849D637D3D","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Portals, Bosses and Poor Decisions","1C25B0A4AA8D4DE8","Aether: Build and Mark the Sky Gate","aether + twilightforest + deeperdarker + alexscaves + aquamirae + mowziesmobs","checkmark","","4C2CC01A2E38A3EC","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Portals, Bosses and Poor Decisions","7BE1EF6ACE46B590","Aether: Skyroot, Holystone and the Book of Lore","aether + twilightforest + deeperdarker + alexscaves + aquamirae + mowziesmobs","checkmark","","1C25B0A4AA8D4DE8","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Portals, Bosses and Poor Decisions","483EB70ED25313EC","Aether: Altar Path and Side Workstations","aether + twilightforest + deeperdarker + alexscaves + aquamirae + mowziesmobs","checkmark","","7BE1EF6ACE46B590","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Portals, Bosses and Poor Decisions","7FCCAB2F5AB5B6FF","Aether: Enchanted Gravitite and the Bronze Dungeon","aether + twilightforest + deeperdarker + alexscaves + aquamirae + mowziesmobs","checkmark","","483EB70ED25313EC","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Portals, Bosses and Poor Decisions","346D2C8405590BA7","Aether: Silver Dungeon and the Valkyrie Queen","aether + twilightforest + deeperdarker + alexscaves + aquamirae + mowziesmobs","checkmark","","7FCCAB2F5AB5B6FF","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Portals, Bosses and Poor Decisions","6663CF618582AD61","Aether: Gold Dungeon and a Safe Return","aether + twilightforest + deeperdarker + alexscaves + aquamirae + mowziesmobs","checkmark","","346D2C8405590BA7","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Portals, Bosses and Poor Decisions","5D81351E2C261CD3","Twilight Forest: Portal, Magic Map, First Camp","aether + twilightforest + deeperdarker + alexscaves + aquamirae + mowziesmobs","checkmark","","4C2CC01A2E38A3EC","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Portals, Bosses and Poor Decisions","7A7D53F3497EDD53","Twilight Forest: Naga First","aether + twilightforest + deeperdarker + alexscaves + aquamirae + mowziesmobs","checkmark","","5D81351E2C261CD3","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Portals, Bosses and Poor Decisions","4DE0E11CA87F0090","Twilight Forest: Lich and the Three Branches","aether + twilightforest + deeperdarker + alexscaves + aquamirae + mowziesmobs","checkmark","","7A7D53F3497EDD53","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Portals, Bosses and Poor Decisions","09A4108CD26FE8ED","Twilight Branch: Labyrinth, Minoshroom, Hydra","aether + twilightforest + deeperdarker + alexscaves + aquamirae + mowziesmobs","checkmark","","4DE0E11CA87F0090","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Portals, Bosses and Poor Decisions","2ADEB61CE870B65E","Twilight Branch: Knights and Ur-Ghast","aether + twilightforest + deeperdarker + alexscaves + aquamirae + mowziesmobs","checkmark","","4DE0E11CA87F0090","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Portals, Bosses and Poor Decisions","7408BCE6BB3B7A9F","Twilight Branch: Alpha Yeti and Snow Queen","aether + twilightforest + deeperdarker + alexscaves + aquamirae + mowziesmobs","checkmark","","4DE0E11CA87F0090","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Portals, Bosses and Poor Decisions","389D8AB926EA6678","Twilight Forest: Merge at the Highlands","aether + twilightforest + deeperdarker + alexscaves + aquamirae + mowziesmobs","checkmark","","09A4108CD26FE8ED + 2ADEB61CE870B65E + 7408BCE6BB3B7A9F","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Portals, Bosses and Poor Decisions","47E2CB92B038163B","Otherside: Ancient City Before the Portal","aether + twilightforest + deeperdarker + alexscaves + aquamirae + mowziesmobs","checkmark","","4C2CC01A2E38A3EC","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Portals, Bosses and Poor Decisions","1C77C9CAAD94A1D1","Otherside: Warden and Heart of the Deep","aether + twilightforest + deeperdarker + alexscaves + aquamirae + mowziesmobs","checkmark","","47E2CB92B038163B","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Portals, Bosses and Poor Decisions","3EBCF6D433B07C99","Otherside: Secure the Arrival Zone","aether + twilightforest + deeperdarker + alexscaves + aquamirae + mowziesmobs","checkmark","","1C77C9CAAD94A1D1","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Portals, Bosses and Poor Decisions","705635A66FA5497B","Otherside: Learn the Biomes and Materials","aether + twilightforest + deeperdarker + alexscaves + aquamirae + mowziesmobs","checkmark","","3EBCF6D433B07C99","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Portals, Bosses and Poor Decisions","77D0DCA61DE34213","Otherside: Three Late-Game Branches","aether + twilightforest + deeperdarker + alexscaves + aquamirae + mowziesmobs","checkmark","","705635A66FA5497B","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Portals, Bosses and Poor Decisions","45BE7EB8CB136A50","Alex's Caves: Tablet, Codex, Book and Maps","aether + twilightforest + deeperdarker + alexscaves + aquamirae + mowziesmobs","checkmark","","4C2CC01A2E38A3EC","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Portals, Bosses and Poor Decisions","6589B4867407EDD3","Alex's Caves: Six Parallel Expeditions","aether + twilightforest + deeperdarker + alexscaves + aquamirae + mowziesmobs","checkmark","","45BE7EB8CB136A50","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Portals, Bosses and Poor Decisions","0AF13E72B17FFB63","Frozen Sea Campaign: Ice Maze and Ship Graveyard","aether + twilightforest + deeperdarker + alexscaves + aquamirae + mowziesmobs","checkmark","","4C2CC01A2E38A3EC","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Portals, Bosses and Poor Decisions","757C31372896FEAF","Mowzie's Mobs: Independent Encounters","aether + twilightforest + deeperdarker + alexscaves + aquamirae + mowziesmobs","checkmark","","4C2CC01A2E38A3EC","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Portals, Bosses and Poor Decisions","7D2295E4D51AA761","Campaign Debrief: Bring Knowledge Home","aether + twilightforest + deeperdarker + alexscaves + aquamirae + mowziesmobs","checkmark","","6663CF618582AD61 + 389D8AB926EA6678 + 77D0DCA61DE34213 + 6589B4867407EDD3 + 0AF13E72B17FFB63 + 757C31372896FEAF","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Portals, Bosses and Poor Decisions","44F7145709C1E318","Test the Return Trip Before Acting Brave","aether + twilightforest + deeperdarker + alexscaves + aquamirae + mowziesmobs","checkmark","","4C2CC01A2E38A3EC","True","xp","definition_valid; manual_client_completion_required","Optional side quest."
"Brush First, Break Nothing","03AC335757DE4153","Brush Carefully","betterarcheology + separate optional systems","item","","18C0AF7F5C17CAB7","False","xp","definition_valid; automated_task_target_pending_runtime_client_test","Core guidance quest; recipes are not gated."
"Brush First, Break Nothing","702A4062FE9B512F","Study the Past","betterarcheology","item","betterarcheology:archeology_table + betterarcheology:unidentified_artifact","03AC335757DE4153","False","xp","definition_valid; automated_task_target_pending_runtime_client_test","Core guidance quest; recipes are not gated."
"Brush First, Break Nothing","2ECFF275EF74DA42","Tools of the Trade","betterarcheology + separate optional systems","item","","702A4062FE9B512F","False","xp","definition_valid; automated_task_target_pending_runtime_client_test","Core guidance quest; recipes are not gated."
"Brush First, Break Nothing","576F3B9264ED1F4B","Build a Museum","betterarcheology + separate optional systems","checkmark","","2ECFF275EF74DA42","True","item + xp + minecraft:item_frame","definition_valid; manual_client_completion_required","Keep namespaces separate; manual recipe/progression confirmation retained."
"Brush First, Break Nothing","498034AF9E844D56","The Bounty Board","bountiful","item","bountiful:bountyboard + bountiful:bounty","2ECFF275EF74DA42","True","xp","definition_valid; automated_task_target_pending_runtime_client_test","Optional side quest."
"Brush First, Break Nothing","25F3FCF01504F899","That Chest Has Teeth","artifacts","kill","artifacts:mimic","2ECFF275EF74DA42","True","xp","definition_valid; automated_task_target_pending_runtime_client_test","Optional side quest."
"Brush First, Break Nothing","776257DFD6C8B0B7","Research Relics","relics","item","relics:researching_table","2ECFF275EF74DA42","True","xp","definition_valid; automated_task_target_pending_runtime_client_test","Optional side quest."
"Brush First, Break Nothing","6D04014F7539F025","Excavate Like an Archaeologist","betterarcheology + separate optional systems","checkmark","","2ECFF275EF74DA42","False","xp","definition_valid; manual_client_completion_required","Keep namespaces separate; manual recipe/progression confirmation retained."
"Brush First, Break Nothing","196B3D194E777B25","Bounties, Artifacts and Relics","betterarcheology + separate optional systems","checkmark","","6D04014F7539F025","False","xp","definition_valid; manual_client_completion_required","Keep namespaces separate; manual recipe/progression confirmation retained."
"Brush First, Break Nothing","6ECE72BD1001A433","The Age of Roots","betterarcheology + separate optional systems","checkmark","","196B3D194E777B25","False","xp","definition_valid; manual_client_completion_required","Keep namespaces separate; manual recipe/progression confirmation retained."
"Carts, Boats, Planes and OSHA Violations","6740A213AA035F39","Hand Carts and Supply Carts","mixed transport","checkmark","","18C0AF7F5C17CAB7","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Carts, Boats, Planes and OSHA Violations","23BD29330147D352","Animal and Farm Carts","mixed transport","checkmark","","6740A213AA035F39","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Carts, Boats, Planes and OSHA Violations","46592A2E4AB8D605","Take to the Water","smallships","item","smallships:oak_cog","23BD29330147D352","True","xp","definition_valid; automated_task_target_pending_runtime_client_test","Optional side quest."
"Carts, Boats, Planes and OSHA Violations","22F6D8A7A571B2DF","A Proper Expedition Ship","smallships","item","smallships:oak_galley + smallships:sail","23BD29330147D352","True","item + xp + minecraft:lead","definition_valid; automated_task_target_pending_runtime_client_test","Optional side quest."
"Carts, Boats, Planes and OSHA Violations","1C6ED7E70D63D294","Travel Lab: Commission a Small Ship","mixed transport","checkmark","","23BD29330147D352","True","xp","definition_valid; manual_client_completion_required","Optional side quest."
"Carts, Boats, Planes and OSHA Violations","62E98CDAA6C60AB7","Take to the Air","immersive_aircraft","item","immersive_aircraft:airship","23BD29330147D352","True","xp","definition_valid; automated_task_target_pending_runtime_client_test","Optional side quest."
"Carts, Boats, Planes and OSHA Violations","46DC220D84558D7B","Build an Expedition Aircraft","immersive_aircraft","item","immersive_aircraft:biplane + immersive_aircraft:gyrodyne","23BD29330147D352","True","xp","definition_valid; automated_task_target_pending_runtime_client_test","Optional side quest."
"Carts, Boats, Planes and OSHA Violations","554A5FE4B4E51ACC","Choose the Aircraft for the Journey","mixed transport","checkmark","","23BD29330147D352","True","xp","definition_valid; manual_client_completion_required","Optional side quest."
"Carts, Boats, Planes and OSHA Violations","3E3DCA918BEC88E7","Create Trains Are Shared Infrastructure","mixed transport","checkmark","","23BD29330147D352 + 579F2C00A9B13FE7","True","xp","definition_valid; manual_client_completion_required","Optional side quest."
"Pets, Fish and Villagers With Jobs","4140AE220632B573","A Peaceful Progression Lane","doggytalents + domesticationinnovation + aquaculture + village integrations","checkmark","","341C28816B831FA9","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Pets, Fish and Villagers With Jobs","7854567FDEDC4832","Doggy Talents: Train One Companion","doggytalents + domesticationinnovation + aquaculture + village integrations","checkmark","","4140AE220632B573","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Pets, Fish and Villagers With Jobs","696A64A6CBA2CD6C","Modes, Talents and Recall","doggytalents + domesticationinnovation + aquaculture + village integrations","checkmark","","7854567FDEDC4832","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Pets, Fish and Villagers With Jobs","33CFADBE0C37F7F3","Domestication Innovation Is a Separate Layer","doggytalents + domesticationinnovation + aquaculture + village integrations","checkmark","","696A64A6CBA2CD6C","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Pets, Fish and Villagers With Jobs","1695AAEBE615E73F","Feed Troughs and Bounded Animal Care","doggytalents + domesticationinnovation + aquaculture + village integrations","checkmark","","33CFADBE0C37F7F3","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Pets, Fish and Villagers With Jobs","2AFB8B52531EE006","Fishing Is an Expedition Tool","doggytalents + domesticationinnovation + aquaculture + village integrations","checkmark","","4140AE220632B573","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Pets, Fish and Villagers With Jobs","5FF54C17DDA90897","Aquaculture: Tackle and Useful Catches","doggytalents + domesticationinnovation + aquaculture + village integrations","checkmark","","2AFB8B52531EE006","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Pets, Fish and Villagers With Jobs","422FDAA56D69D9A6","Aquariums Are Small Curated Displays","doggytalents + domesticationinnovation + aquaculture + village integrations","checkmark","","5FF54C17DDA90897","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Pets, Fish and Villagers With Jobs","49F93AAD1D0B97EE","Guard Villagers: Secure Before Expanding","doggytalents + domesticationinnovation + aquaculture + village integrations","checkmark","","4140AE220632B573","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Pets, Fish and Villagers With Jobs","6C4AA8F030979202","More Villagers: Add Trades with Purpose","doggytalents + domesticationinnovation + aquaculture + village integrations","checkmark","","49F93AAD1D0B97EE","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Pets, Fish and Villagers With Jobs","4F1BCDAEDC6ACA1B","Trading Post and Bountiful Solve Different Jobs","doggytalents + domesticationinnovation + aquaculture + village integrations","checkmark","","6C4AA8F030979202","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Pets, Fish and Villagers With Jobs","7FE264C3B2EB601E","Project: A Useful Low-Lag Town Square","doggytalents + domesticationinnovation + aquaculture + village integrations","checkmark","","1695AAEBE615E73F + 422FDAA56D69D9A6 + 4F1BCDAEDC6ACA1B","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Pets, Fish and Villagers With Jobs","469FC1B3985FB7C8","The Aquarium Is Not a Mob Farm","doggytalents + domesticationinnovation + aquaculture + village integrations","checkmark","","422FDAA56D69D9A6","True","xp","definition_valid; manual_client_completion_required","Optional side quest."
"Pets, Fish and Villagers With Jobs","1D926A7159BCD078","This Is a Town, Not a CPU Benchmark","doggytalents + domesticationinnovation + aquaculture + village integrations","checkmark","","4F1BCDAEDC6ACA1B","True","xp","definition_valid; manual_client_completion_required","Optional side quest."
"Dangerous Shit, Bigger Consequences","731E73362B4E623D","Win Before the Fight Starts","mixed adventure","checkmark","","18C0AF7F5C17CAB7","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Dangerous Shit, Bigger Consequences","2FF22EE22B1363FC","Explore Incendium's Nether","minecraft","dimension + checkmark","minecraft:the_nether","731E73362B4E623D","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Dangerous Shit, Bigger Consequences","13E186E1D8309D38","Build Nether Roads, Not Breadcrumbs","mixed adventure","checkmark","","2FF22EE22B1363FC","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Dangerous Shit, Bigger Consequences","3CFD689EF13FCBC8","Recover a Nether Eye","mixed adventure","item","","13E186E1D8309D38","False","xp","definition_valid; automated_task_target_pending_runtime_client_test","Core guidance quest; recipes are not gated."
"Dangerous Shit, Bigger Consequences","4EDB912AD92FF62F","Eyes from Across the World","mixed adventure","item","","3CFD689EF13FCBC8","False","xp","definition_valid; automated_task_target_pending_runtime_client_test","Core guidance quest; recipes are not gated."
"Dangerous Shit, Bigger Consequences","2D3D21E8896371A7","Assemble the Portal Team","mixed adventure","checkmark","","4EDB912AD92FF62F","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Dangerous Shit, Bigger Consequences","4C84F99D2AF7535A","Discipline at the Edge of the End","mixed adventure","checkmark","","2D3D21E8896371A7","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Dangerous Shit, Bigger Consequences","2A603B486882AE2E","Enter the End","minecraft","dimension","minecraft:the_end","4C84F99D2AF7535A","False","xp","definition_valid; automated_task_target_pending_runtime_client_test","Core guidance quest; recipes are not gated."
"Dangerous Shit, Bigger Consequences","4181D1295E6AA537","Free the End","minecraft","advancement","minecraft:end/kill_dragon","2A603B486882AE2E","False","xp","definition_valid; automated_task_target_pending_runtime_client_test","Core guidance quest; recipes are not gated."
"Dangerous Shit, Bigger Consequences","2839A2A2D207C7DB","Find an Elytra","minecraft","advancement","minecraft:end/elytra","4181D1295E6AA537","False","xp","definition_valid; automated_task_target_pending_runtime_client_test","Core guidance quest; recipes are not gated."
"Dangerous Shit, Bigger Consequences","3A45B4D48F3CEBD6","Survey the Outer End","mixed adventure","checkmark","","2839A2A2D207C7DB","False","xp","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Dangerous Shit, Bigger Consequences","3F4DB5EEDFFAC808","An End Outpost for Everyone","mixed adventure","checkmark","","3A45B4D48F3CEBD6","False","item + xp + minecraft:dragon_breath","definition_valid; manual_client_completion_required","Core guidance quest; recipes are not gated."
"Dangerous Shit, Bigger Consequences","51F9F47AB21426BA","Encounter Lab: Read a Mowzie Fight","mixed adventure","checkmark","","3F4DB5EEDFFAC808","True","xp","definition_valid; manual_client_completion_required","Optional side quest."
